"ID","Gender","Age","Income","SpendingScore","Profession","Experience","FamilySize","normalized_Age","normalized_Income","normalized_SpendingScore","normalized_FamilySize","labels_kmeansmodel","Cluster_Kmeans_label_name"
977,"Female",56,103838,17,"Artist",1,2,-0.0431644135013059,-0.110515074181193,-1.20172329464825,-0.89807986243172,6,"Target - Young"
978,"Male",18,129260,11,"Doctor",1,3,-1.63382324220291,0.439796711526109,-1.41809964592184,-0.385944063957837,6,"Target - Young"
979,"Female",66,151184,19,"Artist",1,4,0.37543001510438,0.914387050203116,-1.12959784422372,0.126191734516047,3,"Target - Old"
980,"Female",67,177512,62,"Engineer",2,3,0.417289457964949,1.4843110803385,0.421099339903639,-0.385944063957837,2,"Most valuable - Old, Rich"
981,"Male",39,140099,51,"Lawyer",0,7,-0.754774942130972,0.674429291389276,0.0244093625687329,1.6625991299377,1,"Most valuable - Young, Rich"
982,"Male",23,67535,97,"Healthcare",7,6,-1.42452602790007,-0.896368616645679,1.68329472233289,1.15046333146381,4,"Valuable - Young, 'Poor'"
983,"Male",47,133236,61,"Executive",1,6,-0.419899399246423,0.525865457493076,0.385036614691375,1.15046333146381,1,"Most valuable - Young, Rich"
984,"Female",41,87975,5,"Homemaker",9,7,-0.671056056409835,-0.453902528223948,-1.63447599719542,1.6625991299377,8,"Less valuable - Young"
985,"Female",40,164350,23,"Healthcare",0,5,-0.712915499270404,1.19939235940862,-0.985346943374665,0.638327532989931,6,"Target - Young"
986,"Male",36,55109,53,"Artist",8,3,-0.880353270712678,-1.16535509486136,0.0965348129932613,-0.385944063957837,9,"Least valuable"
988,"Female",60,185306,47,"Entertainment",0,2,0.124273357940969,1.65302833538542,-0.119841538280324,-0.89807986243172,6,"Target - Young"
989,"Female",24,154787,84,"Executive",3,5,-1.3826665850395,0.992381439468453,1.21447929457345,0.638327532989931,1,"Most valuable - Young, Rich"
991,"Female",92,114571,51,"Executive",1,3,1.46377552947916,0.121822916378026,0.0244093625687329,-0.385944063957837,5,"Less valuable - Old"
992,"Male",32,130697,93,"Artist",1,2,-1.04779104215495,0.470903549542842,1.53904382148383,-0.89807986243172,4,"Valuable - Young, 'Poor'"
993,"Male",39,115916,24,"Doctor",13,6,-0.754774942130972,0.150938224055483,-0.949284218162401,1.15046333146381,8,"Less valuable - Young"
994,"Female",50,69814,53,"Artist",9,2,-0.294321070664718,-0.847034946610791,0.0965348129932613,-0.89807986243172,9,"Least valuable"
995,"Female",85,118161,74,"Engineer",0,4,1.17075942945518,0.199535893747596,0.85385204245081,0.126191734516047,7,"Valuable - Old, 'Poor' "
996,"Male",65,56583,65,"Healthcare",2,3,0.333570572243812,-1.13344731529513,0.529287515540432,-0.385944063957837,5,"Less valuable - Old"
998,"Female",31,171825,22,"Entertainment",10,4,-1.08965048501552,1.36120419947479,-1.02140966858693,0.126191734516047,6,"Target - Young"
999,"Male",24,77976,95,"Artist",11,3,-1.3826665850395,-0.670351570206771,1.61116927190836,-0.385944063957837,4,"Valuable - Young, 'Poor'"
1000,"Male",97,66312,75,"Entertainment",0,1,1.67307274378201,-0.922842981916706,0.889914767663074,-1.4102156609056,5,"Less valuable - Old"
1001,"Female",92,81839,11,"Entertainment",0,4,1.46377552947916,-0.586728943026088,-1.41809964592184,0.126191734516047,5,"Less valuable - Old"
1002,"Female",80,55712,5,"Artist",5,6,0.961462215152341,-1.15230191231154,-1.63447599719542,1.15046333146381,3,"Target - Old"
1003,"Male",33,158335,45,"Healthcare",2,5,-1.00593159929438,1.06918523994401,-0.191966988704852,0.638327532989931,1,"Most valuable - Young, Rich"
1005,"Male",67,119625,3,"Healthcare",4,4,0.417289457964949,0.231227202624769,-1.70660144761995,0.126191734516047,3,"Target - Old"
1007,"Female",61,101007,60,"Lawyer",0,6,0.166132800801537,-0.171797926251737,0.348973889479111,1.15046333146381,7,"Valuable - Old, 'Poor' "
1008,"Male",83,87529,49,"Artist",9,7,1.08704054373405,-0.463557120955655,-0.0477160878557955,1.6625991299377,7,"Valuable - Old, 'Poor' "
1010,"Male",69,61637,67,"Unknown",0,5,0.501008343686086,-1.02404302904839,0.60141296596496,0.638327532989931,7,"Valuable - Old, 'Poor' "
1012,"Female",80,125623,62,"Executive",0,4,0.961462215152341,0.361066321917995,0.421099339903639,0.126191734516047,7,"Valuable - Old, 'Poor' "
1013,"Female",85,104054,22,"Artist",8,4,1.17075942945518,-0.105839307297676,-1.02140966858693,0.126191734516047,3,"Target - Old"
1014,"Male",88,83535,56,"Artist",1,5,1.29633775803689,-0.550015514162915,0.204722988630054,0.638327532989931,7,"Valuable - Old, 'Poor' "
1015,"Female",76,166245,13,"Executive",7,3,0.794024443710066,1.24041355498392,-1.34597419549731,-0.385944063957837,6,"Target - Young"
1016,"Female",32,100890,60,"Entertainment",4,4,-1.04779104215495,-0.174330633313642,0.348973889479111,0.126191734516047,4,"Valuable - Young, 'Poor'"
1017,"Female",99,55972,83,"Entertainment",1,7,1.75679162950314,-1.14667367439619,1.17841656936119,1.6625991299377,7,"Valuable - Old, 'Poor' "
1018,"Female",85,134282,39,"Artist",2,5,1.17075942945518,0.548508291567886,-0.408343339978438,0.638327532989931,3,"Target - Old"
1019,"Female",25,106669,22,"Lawyer",1,7,-1.34080714217893,-0.0492322221106489,-1.02140966858693,1.6625991299377,8,"Less valuable - Young"
1020,"Female",99,145777,94,"Executive",1,5,1.75679162950314,0.797341348632847,1.57510654669609,0.638327532989931,7,"Valuable - Old, 'Poor' "
1021,"Male",41,119259,91,"Healthcare",1,5,-0.671056056409835,0.223304375405476,1.4669183710593,0.638327532989931,1,"Most valuable - Young, Rich"
1023,"Female",45,55472,51,"Healthcare",1,3,-0.503618284967561,-1.15749720884878,0.0244093625687329,-0.385944063957837,9,"Least valuable"
1024,"Male",55,99423,82,"Healthcare",0,5,-0.0850238563618745,-0.206086883397531,1.14235384414892,0.638327532989931,7,"Valuable - Old, 'Poor' "
1025,"Female",20,146221,25,"Marketing",0,3,-1.55010435648178,0.806952647226744,-0.913221492950137,-0.385944063957837,6,"Target - Young"
1026,"Female",33,84238,31,"Artist",1,2,-1.00593159929438,-0.534797624722579,-0.696845141676551,-0.89807986243172,9,"Least valuable"
1027,"Male",92,57032,75,"Entertainment",1,5,1.46377552947916,-1.12372778135671,0.889914767663074,0.638327532989931,7,"Valuable - Old, 'Poor' "
1028,"Male",93,88811,52,"Engineer",0,4,1.50563497233973,-0.435805578619224,0.0604720877809971,0.126191734516047,5,"Less valuable - Old"
1029,"Male",60,167420,38,"Artist",5,2,0.124273357940969,1.2658488609475,-0.444406065190702,-0.89807986243172,6,"Target - Young"
1030,"Male",38,101846,17,"Doctor",3,2,-0.796634384991541,-0.153636035440297,-1.20172329464825,-0.89807986243172,9,"Least valuable"
1032,"Male",74,147449,16,"Artist",1,5,0.710305557988929,0.833535247842296,-1.23778601986051,0.638327532989931,3,"Target - Old"
1033,"Female",47,83043,76,"Executive",0,1,-0.419899399246423,-0.56066587206426,0.925977492875338,-1.4102156609056,4,"Valuable - Young, 'Poor'"
1034,"Female",96,168990,81,"Doctor",9,5,1.63121330092144,1.29983475912862,1.10629111893666,0.638327532989931,2,"Most valuable - Old, Rich"
1035,"Male",97,73867,65,"Healthcare",4,5,1.67307274378201,-0.759299376338125,0.529287515540432,0.638327532989931,7,"Valuable - Old, 'Poor' "
1036,"Female",35,165772,51,"Healthcare",1,4,-0.922212713573247,1.23017449139178,0.0244093625687329,0.126191734516047,1,"Most valuable - Young, Rich"
1037,"Female",19,178217,38,"Marketing",0,3,-1.59196379934234,1.49957226391665,-0.444406065190702,-0.385944063957837,6,"Target - Young"
1038,"Male",60,162612,98,"Engineer",1,6,0.124273357940969,1.16176975365143,1.71935744754515,1.15046333146381,1,"Most valuable - Young, Rich"
1039,"Male",37,99872,53,"Entertainment",11,3,-0.83849382785211,-0.196367349459108,0.0965348129932613,-0.385944063957837,4,"Valuable - Young, 'Poor'"
1040,"Female",49,142566,77,"Artist",1,7,-0.336180513525286,0.727832610378337,0.962040218087603,1.6625991299377,1,"Most valuable - Young, Rich"
1042,"Male",43,187841,38,"Artist",1,4,-0.587337170688698,1.70790365506003,-0.444406065190702,0.126191734516047,6,"Target - Young"
1043,"Female",46,171921,50,"Artist",1,6,-0.461758842106992,1.36328231808968,-0.0116533626435313,1.15046333146381,1,"Most valuable - Young, Rich"
1044,"Female",65,115299,87,"Artist",6,3,0.333570572243812,0.137581982540992,1.32266747021024,-0.385944063957837,2,"Most valuable - Old, Rich"
1045,"Male",75,94129,27,"Healthcare",6,7,0.752165000849498,-0.320686466181515,-0.841096042525608,1.6625991299377,3,"Target - Old"
1046,"Male",40,172378,39,"Entertainment",5,6,-0.712915499270404,1.37317502857935,-0.408343339978438,1.15046333146381,1,"Most valuable - Young, Rich"
1047,"Male",28,146597,31,"Engineer",1,4,-1.21522881359723,0.815091945135089,-0.696845141676551,0.126191734516047,6,"Target - Young"
1048,"Female",78,64057,44,"Doctor",0,3,0.877743329431204,-0.97165712229787,-0.228029713917117,-0.385944063957837,5,"Less valuable - Old"
1049,"Female",22,163585,49,"Artist",9,5,-1.46638547076064,1.18283235169616,-0.0477160878557955,0.638327532989931,1,"Most valuable - Young, Rich"
1051,"Male",46,149764,1,"Entertainment",0,6,-0.461758842106992,0.883648212357771,-1.77872689804448,1.15046333146381,8,"Less valuable - Young"
1053,"Female",46,109346,37,"Entertainment",1,2,-0.461758842106992,0.00871698134849852,-0.480468790402966,-0.89807986243172,6,"Target - Young"
1054,"Female",72,111587,99,"Artist",7,4,0.626586672267792,0.0572280627649907,1.75542017275742,0.126191734516047,7,"Valuable - Old, 'Poor' "
1055,"Female",38,166644,66,"Artist",8,6,-0.796634384991541,1.24905073547709,0.565350240752696,1.15046333146381,1,"Most valuable - Young, Rich"
1056,"Female",50,181270,56,"Artist",1,1,-0.294321070664718,1.56566076528414,0.204722988630054,-1.4102156609056,6,"Target - Young"
1057,"Male",47,65207,81,"Healthcare",1,2,-0.419899399246423,-0.946762993056921,1.10629111893666,-0.89807986243172,4,"Valuable - Young, 'Poor'"
1058,"Female",72,112146,21,"Homemaker",8,4,0.626586672267792,0.0693287742829822,-1.05747239379919,0.126191734516047,3,"Target - Old"
1060,"Female",34,139009,24,"Artist",0,4,-0.964072156433815,0.650833986282638,-0.949284218162401,0.126191734516047,6,"Target - Young"
1061,"Female",53,67916,82,"Healthcare",0,6,-0.168742742083012,-0.888121083392808,1.14235384414892,1.15046333146381,7,"Valuable - Old, 'Poor' "
1062,"Female",82,99983,88,"Executive",0,1,1.04518110087348,-0.193964524810634,1.35873019542251,-1.4102156609056,2,"Most valuable - Old, Rich"
1063,"Male",63,131122,40,"Artist",9,6,0.249851686522674,0.48010355382754,-0.372280614766174,1.15046333146381,3,"Target - Old"
1064,"Female",58,173190,37,"Doctor",9,4,0.0405544722198314,1.39075244853035,-0.480468790402966,0.126191734516047,6,"Target - Young"
1065,"Male",23,122712,21,"Marketing",1,1,-1.42452602790007,0.298051704335037,-1.05747239379919,-1.4102156609056,6,"Target - Young"
1066,"Female",80,55792,30,"Artist",1,6,0.961462215152341,-1.15057014679912,-0.732907866888816,1.15046333146381,3,"Target - Old"
1067,"Male",45,73892,45,"Doctor",1,4,-0.503618284967561,-0.758758199615496,-0.191966988704852,0.126191734516047,9,"Least valuable"
1068,"Female",30,78821,46,"Unknown",1,4,-1.13150992787609,-0.6520597969819,-0.155904263492588,0.126191734516047,9,"Least valuable"
1069,"Female",84,152475,12,"Artist",0,7,1.12889998659462,0.942333416159694,-1.38203692070957,1.6625991299377,3,"Target - Old"
1070,"Male",45,152226,87,"Artist",4,4,-0.503618284967561,0.936943296002306,1.32266747021024,0.126191734516047,1,"Most valuable - Young, Rich"
1071,"Male",85,117679,18,"Entertainment",1,3,1.17075942945518,0.189102006535303,-1.16566056943599,-0.385944063957837,5,"Less valuable - Old"
1072,"Male",23,146473,87,"Artist",1,4,-1.42452602790007,0.812407708590847,1.32266747021024,0.126191734516047,1,"Most valuable - Young, Rich"
1073,"Male",79,66051,75,"Healthcare",1,7,0.919602772291772,-0.928492866900956,0.889914767663074,1.6625991299377,7,"Valuable - Old, 'Poor' "
1074,"Male",47,162332,72,"Entertainment",1,5,-0.419899399246423,1.15570857435798,0.781726592026281,0.638327532989931,1,"Most valuable - Young, Rich"
1075,"Female",93,166018,71,"Doctor",0,3,1.50563497233973,1.23549967034245,0.745663866814017,-0.385944063957837,2,"Most valuable - Old, Rich"
1076,"Female",95,67398,81,"Entertainment",2,5,1.58935385806087,-0.899334265085688,1.10629111893666,0.638327532989931,7,"Valuable - Old, 'Poor' "
1077,"Male",44,73760,70,"Entertainment",1,6,-0.545477727828129,-0.761615612710979,0.709601141601753,1.15046333146381,8,"Less valuable - Young"
1078,"Male",95,167578,66,"Entertainment",0,1,1.58935385806087,1.26926909783452,0.565350240752696,-1.4102156609056,2,"Most valuable - Old, Rich"
1079,"Male",28,130267,45,"Engineer",8,4,-1.21522881359723,0.461595309913618,-0.191966988704852,0.126191734516047,1,"Most valuable - Young, Rich"
1080,"Male",91,94846,95,"Engineer",0,5,1.4219160866186,-0.305165517776506,1.61116927190836,0.638327532989931,7,"Valuable - Old, 'Poor' "
1081,"Female",81,155396,1,"Engineer",9,5,1.00332165801291,1.0055645044317,-1.77872689804448,0.638327532989931,3,"Target - Old"
1082,"Female",90,138013,16,"Artist",8,7,1.38005664375803,0.629273505653086,-1.23778601986051,1.6625991299377,3,"Target - Old"
1083,"Male",79,148286,77,"Entertainment",0,4,0.919602772291772,0.851653844515925,0.962040218087603,0.126191734516047,2,"Most valuable - Old, Rich"
1085,"Female",38,52884,24,"Lawyer",1,1,-0.796634384991541,-1.21351982317537,-0.949284218162401,-1.4102156609056,9,"Least valuable"
1086,"Male",87,153230,15,"Healthcare",8,1,1.25447831517632,0.9586769531831,-1.27384874507278,-1.4102156609056,6,"Target - Young"
1087,"Female",93,63261,13,"Engineer",1,7,1.50563497233973,-0.988888189146388,-1.34597419549731,1.6625991299377,3,"Target - Old"
1088,"Male",44,90167,84,"Engineer",0,3,-0.545477727828129,-0.40645215318381,1.21447929457345,-0.385944063957837,4,"Valuable - Young, 'Poor'"
1090,"Female",84,53622,27,"Artist",0,3,1.12889998659462,-1.19754428632335,-0.841096042525608,-0.385944063957837,5,"Less valuable - Old"
1092,"Female",41,94316,86,"Artist",0,6,-0.671056056409835,-0.316638464296248,1.28660474499798,1.15046333146381,1,"Most valuable - Young, Rich"
1093,"Male",87,141383,3,"Unknown",7,5,1.25447831517632,0.702224127863518,-1.70660144761995,0.638327532989931,3,"Target - Old"
1094,"Female",33,67874,55,"Artist",0,2,-1.00593159929438,-0.889030260286826,0.16866026341779,-0.89807986243172,9,"Least valuable"
1095,"Female",34,176554,62,"Healthcare",1,2,-0.964072156433815,1.46357318832735,0.421099339903639,-0.89807986243172,6,"Target - Young"
1096,"Female",53,135341,56,"Healthcare",10,2,-0.168742742083012,0.571432537538464,0.204722988630054,-0.89807986243172,6,"Target - Young"
1097,"Female",47,129019,57,"Healthcare",0,3,-0.419899399246423,0.434579767919962,0.240785713842318,-0.385944063957837,6,"Target - Young"
1098,"Male",53,107879,3,"Doctor",1,6,-0.168742742083012,-0.0230392687353899,-1.70660144761995,1.15046333146381,8,"Less valuable - Young"
1099,"Male",92,79531,4,"Artist",1,1,1.46377552947916,-0.636690378059227,-1.67053872240769,-1.4102156609056,5,"Less valuable - Old"
1100,"Male",89,63379,59,"Artist",12,7,1.33819720089746,-0.986333835015577,0.312911164266847,1.6625991299377,7,"Valuable - Old, 'Poor' "
1101,"Female",27,156258,54,"Entertainment",0,4,-1.2570882564578,1.02422427782796,0.132597538205526,0.126191734516047,1,"Most valuable - Young, Rich"
1102,"Male",70,67874,41,"Entertainment",9,3,0.542867786546655,-0.889030260286826,-0.336217889553909,-0.385944063957837,5,"Less valuable - Old"
1103,"Female",86,159964,57,"Engineer",5,6,1.21261887231575,1.10444831519053,0.240785713842318,1.15046333146381,3,"Target - Old"
1104,"Female",99,103706,50,"Entertainment",1,2,1.75679162950314,-0.113372487276676,-0.0116533626435313,-0.89807986243172,5,"Less valuable - Old"
1105,"Female",96,64713,84,"Entertainment",2,7,1.63121330092144,-0.957456645096077,1.21447929457345,1.6625991299377,7,"Valuable - Old, 'Poor' "
1106,"Female",65,90414,55,"Artist",1,5,0.333570572243812,-0.401105327164232,0.16866026341779,0.638327532989931,7,"Valuable - Old, 'Poor' "
1107,"Female",82,171100,34,"Executive",0,5,1.04518110087348,1.34551007451854,-0.588656966039759,0.638327532989931,3,"Target - Old"
1108,"Male",36,187305,85,"Engineer",6,7,-0.880353270712678,1.69630082612686,1.25054201978572,1.6625991299377,1,"Most valuable - Young, Rich"
1109,"Female",30,139758,46,"Lawyer",0,6,-1.13150992787609,0.667047640892612,-0.155904263492588,1.15046333146381,1,"Most valuable - Young, Rich"
1110,"Female",96,91226,56,"Healthcare",0,5,1.63121330092144,-0.383527907213232,0.204722988630054,0.638327532989931,7,"Valuable - Old, 'Poor' "
1111,"Female",69,143928,30,"Engineer",9,7,0.501008343686086,0.757315918227183,-0.732907866888816,1.6625991299377,3,"Target - Old"
1112,"Female",34,92366,14,"Healthcare",0,6,-0.964072156433815,-0.358850248661335,-1.30991147028504,1.15046333146381,8,"Less valuable - Young"
1113,"Male",74,175041,25,"Artist",4,1,0.710305557988929,1.43082117307382,-0.913221492950137,-1.4102156609056,6,"Target - Young"
1114,"Male",97,147301,93,"Lawyer",1,5,1.67307274378201,0.83033148164433,1.53904382148383,0.638327532989931,7,"Valuable - Old, 'Poor' "
1115,"Male",56,119296,49,"Engineer",0,7,-0.0431644135013059,0.224105316954967,-0.0477160878557955,1.6625991299377,8,"Less valuable - Young"
1116,"Female",30,126306,44,"Artist",0,1,-1.13150992787609,0.375851269980228,-0.228029713917117,-1.4102156609056,6,"Target - Young"
1118,"Female",95,168663,16,"Engineer",11,5,1.58935385806087,1.29275616759663,-1.23778601986051,0.638327532989931,3,"Target - Old"
1120,"Female",78,175179,43,"Executive",9,4,0.877743329431204,1.43380846858274,-0.264092439129381,0.126191734516047,3,"Target - Old"
1121,"Female",54,165019,12,"Entertainment",1,2,-0.126883299222443,1.21387424850618,-1.38203692070957,-0.89807986243172,6,"Target - Young"
1122,"Female",85,68212,26,"Healthcare",7,4,1.17075942945518,-0.881713550996877,-0.877158767737872,0.126191734516047,5,"Less valuable - Old"
1124,"Female",85,92591,99,"Artist",8,2,1.17075942945518,-0.353979658157671,1.75542017275742,-0.89807986243172,2,"Most valuable - Old, Rich"
1125,"Female",41,69730,97,"Artist",1,4,-0.671056056409835,-0.848853300398825,1.68329472233289,0.126191734516047,4,"Valuable - Young, 'Poor'"
1126,"Female",25,156793,57,"Marketing",2,4,-1.34080714217893,1.03580545969223,0.240785713842318,0.126191734516047,1,"Most valuable - Young, Rich"
1127,"Female",74,56848,41,"Artist",5,1,0.710305557988929,-1.12771084203526,-0.336217889553909,-1.4102156609056,5,"Less valuable - Old"
1129,"Male",62,150619,32,"Artist",10,6,0.207992243662106,0.902156456271693,-0.660782416464287,1.15046333146381,3,"Target - Old"
1130,"Male",52,100261,10,"Artist",1,6,-0.21060218494358,-0.187946639654996,-1.4541623711341,1.15046333146381,8,"Less valuable - Young"
1131,"Female",36,109895,56,"Healthcare",5,2,-0.880353270712678,0.0206012221774384,0.204722988630054,-0.89807986243172,4,"Valuable - Young, 'Poor'"
1133,"Female",84,133765,83,"Artist",1,3,1.12889998659462,0.537316756943912,1.17841656936119,-0.385944063957837,2,"Most valuable - Old, Rich"
1134,"Female",99,57677,99,"Lawyer",0,5,1.75679162950314,-1.10976542191287,1.75542017275742,0.638327532989931,7,"Valuable - Old, 'Poor' "
1135,"Female",51,112358,27,"Artist",0,6,-0.252461627804149,0.0739179528908788,-0.841096042525608,1.15046333146381,8,"Less valuable - Young"
1136,"Female",57,73845,52,"Artist",1,7,-0.00130497064073725,-0.759775611854039,0.0604720877809971,1.6625991299377,8,"Less valuable - Young"
1137,"Male",92,89531,42,"Healthcare",6,2,1.46377552947916,-0.4202196890075,-0.300155164341645,-0.89807986243172,5,"Less valuable - Old"
1138,"Male",29,118092,100,"Entertainment",7,3,-1.17336937073666,0.198042245993139,1.79148289796968,-0.385944063957837,4,"Valuable - Young, 'Poor'"
1139,"Male",62,144242,49,"Entertainment",1,4,0.207992243662106,0.764113097863407,-0.0477160878557955,0.126191734516047,6,"Target - Young"
1140,"Female",43,140876,90,"Entertainment",0,4,-0.587337170688698,0.691249063928595,1.43085564584704,0.126191734516047,1,"Most valuable - Young, Rich"
1141,"Male",72,76888,26,"Marketing",0,1,0.626586672267792,-0.693903581175599,-0.877158767737872,-1.4102156609056,5,"Less valuable - Old"
1142,"Female",28,116644,88,"Artist",6,3,-1.21522881359723,0.166697290218449,1.35873019542251,-0.385944063957837,4,"Valuable - Young, 'Poor'"
1143,"Female",57,143021,3,"Executive",5,4,-0.00130497064073725,0.737682026730191,-1.70660144761995,0.126191734516047,6,"Target - Young"
1144,"Female",86,145679,91,"Lawyer",9,6,1.21261887231575,0.79521993588014,1.4669183710593,1.15046333146381,7,"Valuable - Old, 'Poor' "
1145,"Female",26,64398,7,"Lawyer",1,6,-1.29894769931836,-0.964275471801206,-1.56235054677089,1.15046333146381,8,"Less valuable - Young"
1148,"Female",89,122707,64,"Homemaker",2,3,1.33819720089746,0.297943468990512,0.493224790328168,-0.385944063957837,2,"Most valuable - Old, Rich"
1149,"Female",91,51733,96,"Healthcare",0,5,1.4219160866186,-1.23843559948522,1.64723199712062,0.638327532989931,7,"Valuable - Old, 'Poor' "
1150,"Female",67,138087,63,"Marketing",1,7,0.417289457964949,0.630875388752068,0.457162065115904,1.6625991299377,7,"Valuable - Old, 'Poor' "
1151,"Male",63,147278,51,"Lawyer",0,4,0.249851686522674,0.829833599059511,0.0244093625687329,0.126191734516047,1,"Most valuable - Young, Rich"
1152,"Female",90,187339,62,"Healthcare",0,6,1.38005664375803,1.69703682646964,0.421099339903639,1.15046333146381,3,"Target - Old"
1153,"Female",87,129972,97,"Executive",1,6,1.25447831517632,0.455209424586592,1.68329472233289,1.15046333146381,7,"Valuable - Old, 'Poor' "
1154,"Female",89,151176,55,"Healthcare",1,2,1.33819720089746,0.914213873651875,0.16866026341779,-0.89807986243172,2,"Most valuable - Old, Rich"
1155,"Female",34,74358,60,"Artist",0,6,-0.964072156433815,-0.748670665505686,0.348973889479111,1.15046333146381,8,"Less valuable - Young"
1156,"Male",89,83953,82,"Healthcare",0,3,1.33819720089746,-0.540967039360553,1.14235384414892,-0.385944063957837,7,"Valuable - Old, 'Poor' "
1157,"Male",31,62925,24,"Engineer",1,6,-1.08965048501552,-0.996161604298526,-0.949284218162401,1.15046333146381,8,"Less valuable - Young"
1158,"Male",55,65257,93,"Doctor",2,3,-0.0850238563618745,-0.945680639611663,1.53904382148383,-0.385944063957837,4,"Valuable - Young, 'Poor'"
1160,"Male",64,163783,84,"Healthcare",3,1,0.291711129383243,1.18711847133939,1.21447929457345,-1.4102156609056,2,"Most valuable - Old, Rich"
1162,"Female",20,155951,21,"Healthcare",7,4,-1.55010435648178,1.01757862767407,-1.05747239379919,0.126191734516047,6,"Target - Young"
1163,"Female",18,183071,29,"Artist",7,4,-1.63382324220291,1.60464713638236,-0.76897059210108,0.126191734516047,6,"Target - Young"
1164,"Female",83,124104,20,"Healthcare",4,6,1.08704054373405,0.328184424251038,-1.09353511901146,1.15046333146381,3,"Target - Old"
1165,"Female",21,136747,3,"Healthcare",1,1,-1.50824491362121,0.601868316419137,-1.70660144761995,-1.4102156609056,6,"Target - Young"
1166,"Male",19,189498,18,"Artist",4,1,-1.59196379934234,1.7437728482359,-1.16566056943599,-1.4102156609056,6,"Target - Young"
1167,"Female",74,76149,48,"Artist",9,6,0.710305557988929,-0.709900765096521,-0.0837788130680598,1.15046333146381,7,"Valuable - Old, 'Poor' "
1168,"Female",44,185550,54,"Artist",0,1,-0.545477727828129,1.65831022019828,0.132597538205526,-1.4102156609056,6,"Target - Young"
1169,"Female",52,119567,19,"Artist",5,2,-0.21060218494358,0.229971672628269,-1.12959784422372,-0.89807986243172,6,"Target - Young"
1172,"Female",80,90142,50,"Lawyer",1,2,0.961462215152341,-0.406993329906439,-0.0116533626435313,-0.89807986243172,5,"Less valuable - Old"
1173,"Female",82,184481,84,"Executive",0,2,1.04518110087348,1.63516950353865,1.21447929457345,-0.89807986243172,2,"Most valuable - Old, Rich"
1174,"Female",32,66089,75,"Artist",6,3,-1.04779104215495,-0.927670278282559,0.889914767663074,-0.385944063957837,4,"Valuable - Young, 'Poor'"
1176,"Male",61,52543,23,"Executive",0,6,0.166132800801537,-1.22090147367203,-0.985346943374665,1.15046333146381,8,"Less valuable - Young"
1177,"Male",57,50429,23,"Artist",0,1,-0.00130497064073725,-1.26666337733756,-0.985346943374665,-1.4102156609056,9,"Least valuable"
1178,"Male",95,178228,45,"Engineer",1,2,1.58935385806087,1.49981038167461,-0.191966988704852,-0.89807986243172,2,"Most valuable - Old, Rich"
1179,"Female",38,161130,98,"Artist",8,3,-0.796634384991541,1.12968879753396,1.71935744754515,-0.385944063957837,1,"Most valuable - Young, Rich"
1180,"Male",70,87976,38,"Lawyer",1,6,0.542867786546655,-0.453880881155043,-0.444406065190702,1.15046333146381,3,"Target - Old"
1181,"Female",40,179150,91,"Artist",5,2,-0.712915499270404,1.51976897920518,1.4669183710593,-0.89807986243172,2,"Most valuable - Old, Rich"
1182,"Female",92,163442,32,"Executive",1,6,1.46377552947916,1.17973682084272,-0.660782416464287,1.15046333146381,3,"Target - Old"
1183,"Female",73,108159,18,"Entertainment",8,7,0.668446115128361,-0.0169780894419415,-1.16566056943599,1.6625991299377,3,"Target - Old"
1184,"Female",62,73419,14,"Healthcare",0,1,0.207992243662106,-0.768997263207643,-1.30991147028504,-1.4102156609056,5,"Less valuable - Old"
1186,"Male",65,54431,93,"Healthcare",1,7,0.333570572243812,-1.18003180757906,1.53904382148383,1.6625991299377,7,"Valuable - Old, 'Poor' "
1187,"Female",88,168437,81,"Artist",2,2,1.29633775803689,1.28786393002406,1.10629111893666,-0.89807986243172,2,"Most valuable - Old, Rich"
1188,"Female",55,71322,54,"Entertainment",1,6,-0.0850238563618745,-0.81439116670179,0.132597538205526,1.15046333146381,8,"Less valuable - Young"
1189,"Female",99,122548,14,"Unknown",2,5,1.75679162950314,0.294501585034589,-1.30991147028504,0.638327532989931,3,"Target - Old"
1190,"Female",20,141428,32,"Entertainment",1,5,-1.55010435648178,0.703198245964251,-0.660782416464287,0.638327532989931,8,"Less valuable - Young"
1191,"Male",97,142214,32,"Artist",7,4,1.67307274378201,0.720212842123717,-0.660782416464287,0.126191734516047,3,"Target - Old"
1192,"Female",93,62590,43,"Artist",9,6,1.50563497233973,-1.00341337238176,-0.264092439129381,1.15046333146381,7,"Valuable - Old, 'Poor' "
1193,"Male",84,172523,83,"Artist",6,2,1.12889998659462,1.3763138535706,1.17841656936119,-0.89807986243172,2,"Most valuable - Old, Rich"
1196,"Female",59,119833,38,"Doctor",1,2,0.0824139150804,0.235729792957045,-0.444406065190702,-0.89807986243172,6,"Target - Young"
1197,"Female",54,70803,35,"Entertainment",0,5,-0.126883299222443,-0.825625995463575,-0.552594240827495,0.638327532989931,8,"Less valuable - Young"
1198,"Male",82,139008,47,"Artist",1,4,1.04518110087348,0.650812339213733,-0.119841538280324,0.126191734516047,3,"Target - Old"
1199,"Male",83,126669,53,"Artist",1,6,1.08704054373405,0.383709155992806,0.0965348129932613,1.15046333146381,3,"Target - Old"
1200,"Male",87,122722,10,"Executive",9,4,1.25447831517632,0.298268175024089,-1.4541623711341,0.126191734516047,3,"Target - Old"
